row;position;condition;heigth;species;notes
4;20;0;;G;Nicht gefunden
4;21;2;10;P;
4;22;3;50;Y;
4;23;3;50;L;
4;24;3;50;Y;
4;25;3;50;Y;
4;26;2;30;G;
4;27;4;200;Cu;
4;28;3;100;Y;
4;29;3;50;L;
4;30;4;50;Y;
4;31;4;150;L;
4;32;4;100;P;
4;33;4;50;Y;
4;34;2;30;Y;
4;35;4;200;Cu;
4;36;3;50;L;
4;37;3;50;Y;
4;38;4;200;L;
4;39;3;150;P;
5;1;4;150;G;
5;2;4;200;Cu;
5;3;3;50;Y;
5;4;3;40;G;
5;5;0;;C;
5;6;2;30;Y;
5;7;0;;C;
5;8;0;;G;Nicht gefunden
5;9;2;15;P;Stummel mit Blatt
5;10;2;30;G;
5;11;3;50;Y;
5;12;3;60;L;
5;13;4;100;Ti;
5;14;2;20;G;
5;15;2;15;L;
5;16;4;200;Cu;
5;17;4;200;Cu;
5;18;3;49;L;
5;19;2;30;Y;
5;20;0;;Y;
5;21;2;15;P;
5;22;4;200;Cu;
5;23;3;50;Y;
5;24;3;100;L;
5;25;4;200;Ti;
5;26;3;50;L;
5;27;3;49;C;
5;28;2;30;G;
5;29;3;50;L;
5;30;2;50;C;Kahl, treibt aus
5;31;3;50;Y;
5;32;2;10;G;Stummel mit Blatt, vmtl drübergemäht
5;33;3;50;L;
5;34;2;30;P;
5;35;4;100;Y;
5;36;0;;L;
5;37;4;200;Cu;
5;38;4;200;Y;
6;1;4;200;Cu;
6;2;2;30;Y;
6;3;3;50;Y;
6;4;3;150;Cu;
6;5;3;50;Y;
6;6;3;150;Ti;
6;7;2;40;G;
6;8;3;50;Y;
6;9;0;;Y;
6;10;2;5;P;Wiederbelebt
6;11;4;100;U;
6;12;2;10;G;Wiederbelebt
6;13;0;;Y;Trocken , war:40
6;14;3;50;Cu;
6;15;3;40;Y;
6;16;4;50;Y;
6;17;3;50;L;
6;18;2;40;Y;
6;19;4;100;U;
6;20;2;30;L;
6;21;4;100;Y;
6;22;2;40;L;
6;23;4;200;Cu;
6;24;3;50;Y;
6;25;3;49;Y;Wiederbelebt, 20, Stock steht, am Termitenhügel
6;26;2;40;Y;
6;27;4;100;L;
6;28;4;50;Y;
6;29;4;200;Cu;
6;30;3;50;Y;
6;31;4;100;L;
6;32;4;100;Y;
6;33;4;50;P;
6;34;4;200;Cu;
6;35;3;100;G;
6;36;4;150;Y;
6;37;4;200;Cu;
6;38;3;50;G;Wiederbelebt 
7;1;4;200;Y;
7;2;3;30;G;
7;3;2;50;G;
7;4;3;50;Y;
7;5;0;;C;Stummel, vmtl drübergemäht
7;6;4;100;Cu;
7;7;3;50;Y;
7;8;3;150;Cu;
7;9;3;50;L;
7;10;3;200;Cu;Schräg
7;11;3;30;Y;
7;12;3;40;Y;
7;13;4;150;Ti;
7;14;3;49;L;
7;15;3;50;Y;
7;16;3;50;P;
7;17;3;100;L;
7;18;2;30;G;
7;19;4;200;Cu;
7;20;3;50;Y;Wiederbelebt
7;21;2;20;G;
7;22;0;;Y;Nicht gefunden, Stock steht 
7;23;0;;Y;Stummel, vmtl drübergemäht  Stock nebenan 
7;24;2;40;Y;
7;25;2;50;G;
7;26;3;30;L;
7;27;3;50;Y;
7;28;3;50;P;
7;29;3;50;Y;
7;30;4;100;U;
7;31;2;30;Y;
7;32;4;200;Cu;
7;33;4;50;Y;
7;34;0;;Y;
7;35;4;200;Cu;
7;36;4;150;Ti;
7;37;4;200;Ti;
7;38;2;5;G;Stummel mit Blatt, vmtl drübergemäht , Stock liegt daneben 
8;1;4;150;G;
8;2;4;100;Y;
8;3;4;50;C;
8;4;4;100;Y;
8;5;3;50;Y;
8;6;2;49;Ti;Trocken, neue Blätter 
8;7;3;49;L;
8;8;2;49;P;Trocken  neue Blätter, 10 
8;9;0;;Y;Drübergemäht, Reste, Stock liegt daneben 
8;10;3;50;Y;
8;11;4;150;U;
8;12;3;50;P;
8;13;2;10;Y;Stängel, ausgefranst, neue Triebe, 10, vmtl drübergemäht 
8;14;3;50;Y;
8;15;2;20;G;
8;16;2;25;G;
8;17;3;50;L;
8;18;3;50;Cu;
8;19;3;50;L;
8;20;4;200;U;
8;21;0;;Y;Nicht gefunden 
8;22;0;;G;Nicht gefunden, Stock liegt daneben 
8;23;3;40;Y;
8;24;3;50;L;
8;25;3;50;Y;
8;26;2;40;Y;
8;27;2;30;G;
8;28;4;200;Cu;
8;29;3;60;G;
8;30;3;50;Y;
8;31;3;50;G;
8;32;3;50;Y;
8;33;3;40;G;
8;34;3;150;Cu;
8;35;3;50;U;
8;36;4;150;U;
8;37;4;200;Cu;
8;38;4;150;Y;
9;1;4;150;Cu;
9;2;3;100;Y;
9;3;3;50;G;
9;4;4;200;Cu;
9;5;2;50;Y;
9;6;4;200;U;
9;7;3;49;G;
9;8;2;10;G;Stummel mit Blättern,  trocken, vmtl drübergemäht 
9;9;4;150;U;
9;10;2;10;G;Stummel mit Blättern, grün, drübergemäht 
9;11;3;50;Y;
9;12;3;40;Y;
9;13;2;40;L;
9;14;3;50;Y;
9;15;3;50;L;
9;16;3;50;Y;
9;17;4;49;P;Altbestand direkt nebenan (Yvyra pyta)
