row;position;condition;height;species;ants;locusts;notes
27;25;3;10;L;;;
27;26;3;10;Cu;;;
27;27;3;10;Y;;;
27;28;0;10;?;;;
27;29;3;10;Y;;;
27;30;3;10;L;;;
27;31;3;10;G;;x;
27;32;3;10;G;;;
27;33;3;10;Cu;;;
27;34;3;10;Cu;;;
27;35;3;10;G;;;
27;36;3;10;G;;;
28;1;3;10;L;;;
28;2;2;10;Y;;;
28;3;3;10;L;;;
28;4;3;10;G;;;
28;5;3;10;L;;;
28;6;3;10;Y;;;
28;7;3;10;P;;;
28;8;3;10;G;;;
28;9;3;10;G;;;
28;10;2;10;C;;;
28;11;3;10;L;;;
28;12;3;10;Cu;;;
28;13;3;10;G;;;
28;14;3;10;Cu;;;
28;15;3;10;L;;;
28;16;3;10;P;x;;
28;17;3;10;Y;x;;
28;18;3;10;L;;;
28;19;3;10;Cu;;;
28;20;3;10;G;;;
28;21;3;10;Cu;;;
28;22;3;10;G;;;
28;23;3;10;L;;;
28;24;3;10;Cu;;;
28;25;3;10;Y;;;
28;26;2;10;P;;;bald, but green
28;27;3;10;L;;;
28;28;3;10;L;;;
28;29;3;10;Cu;;;was already there
28;30;3;10;L;;;
28;31;3;10;G;;;
28;32;3;10;G;;;
28;33;3;10;G;;;
28;34;3;10;Cu;;;
28;35;3;10;Y;;;
29;1;3;10;G;;;
29;2;2;10;Cu;;;short stem, but leaves
29;3;3;10;Cu;;;
29;4;3;10;G;;;
29;5;3;10;G;;;
29;6;3;10;Cu;;;
29;7;3;10;Cu;;;
29;8;3;10;G;;x;
29;9;3;10;G;;;
29;10;2;10;P;;;Stem with shoots, cut damage!
29;11;3;10;Cu;;;
29;12;3;10;G;x;;
29;13;3;10;Cu;;;
29;14;3;10;Cu;;;
29;15;3;10;Cu;;;
29;16;3;10;Cu;;;
29;17;3;10;L;;;
29;18;3;10;G;;;
29;19;2;10;Y;x;;
29;20;2;10;Cu;;;
29;21;3;10;Y;;;
29;22;3;10;Y;;;
29;23;3;10;Y;;;
29;24;3;10;Y;;;
29;25;3;10;Cu;;;
29;26;3;10;Cu;;;
29;27;3;10;Cu;;;
29;28;3;10;G;;;
29;29;3;10;G;;;
29;30;3;10;G;;;
29;31;3;10;Cu;;;
29;32;3;10;G;;;
29;33;3;10;G;;;
29;34;3;10;G;;;
30;1;3;10;G;;;
30;2;2;10;G;;x;
30;3;2;10;Cu;;;short stem, but leaves
30;4;3;10;Cu;;;
30;5;3;10;G;;;
30;6;3;10;G;;;
30;7;3;10;Cu;;;
30;8;3;10;Cu;;;
30;9;3;10;G;;;
30;10;3;10;Cu;;;
30;11;3;10;Cu;;;
30;12;3;10;Cu;;;
30;13;2;10;L;;;very small
30;14;3;10;G;;;
30;15;3;10;Cu;;;
30;16;3;10;Y;;;
30;17;3;10;Y;;;
30;18;2;10;Y;x;;
30;19;3;10;Cu;;;
30;20;3;10;Cu;;;
30;21;3;10;Cu;;;
30;22;3;10;Y;;;Old stock
30;23;0;10;Cu;;;
30;24;3;10;Cu;;;
30;25;3;10;G;x;;
30;26;3;10;G;;x;
30;27;3;10;Cu;;;
30;28;3;10;Cu;;;
30;29;3;10;G;;;
30;30;3;10;Cu;;;
31;1;3;10;Cu;;;
31;2;2;10;G;;;
31;3;3;10;G;;;
31;4;3;10;G;;;
31;5;3;10;Cu;;;
31;6;3;10;Cu;;;
31;7;3;10;Cu;;;
31;8;3;10;Cu;;;
31;9;3;10;G;;;
31;10;3;10;L;;;
31;11;3;10;G;;x;
31;12;2;10;L;x;x;
31;13;3;10;Cu;;;
31;14;3;10;L;;;
31;15;3;10;L;;;
31;16;3;10;Cu;;;
31;17;2;10;L;x;;
31;18;3;10;Cu;;;
31;19;3;10;L;;;
31;20;3;10;Cu;;;
31;21;3;10;L;;;
31;22;2;10;Cu;;;tip missing, few leaves
31;23;3;10;L;;;
31;24;3;10;L;;;
31;25;2;10;Cu;;;bare (2 mini leaves)
31;26;2;10;Cu;;;bare (2 mini leaves)
32;1;1;10;Cu;;;short stem, tip missing
32;2;2;10;Cu;;;short stem, tip missing
32;3;3;10;Cu;;;
32;4;3;10;L;;;
32;5;3;10;G;x;;
32;6;3;10;Cu;;;
32;7;3;10;Cu;;;
32;8;3;10;G;;;
32;9;3;10;Cu;;;
32;10;3;10;Cu;;;
32;11;3;10;L;;;
32;12;3;10;G;;;
32;13;3;10;Cu;;;
32;14;3;10;G;;;old Yvyra pyta right next door
32;15;3;10;L;;;
32;16;3;10;G;;;
32;17;3;10;L;;;
32;18;2;10;Cu;;;almost bare, tip off, hardly any leaves, shoots
32;19;3;10;G;;;
32;20;3;10;G;;;
32;21;2;10;G;;;tip off, new leaves
33;1;1;10;Cu;;x;Tip off
33;2;2;10;L;;;
33;3;3;10;Cu;;;
33;4;3;10;G;;;
33;5;2;10;L;x;;
33;6;3;10;G;;;
33;7;3;10;Cu;;;
33;8;3;10;L;;;
33;9;3;10;G;;x;
33;10;2;1;?;;;new shoots
33;11;3;10;Cu;;;
33;12;2;10;Cu;;;tip removed, few leaves
33;13;3;10;G;;;
33;14;2;10;Cu;x;;tip removed (2 mini leaves)
33;15;3;10;G;;;
33;16;0;10;?;;;
34;1;3;10;G;;;
34;2;2;10;Cu;;;
34;3;3;10;L;;;
34;4;3;10;G;;;
34;5;3;10;G;;;
34;6;2;1;G;;;new shoots, 2 leaves, cut marks
35;1;1;10;G;;;tip dry, not cleaned!
35;2;2;10;Cu;;;tip off, not cleaned!
